name,stack,dirs,date,py_count
deep_real_time1 / venvs / Lib / site-packages / pyasn1 / codec / native,"['collections', 'pyasn1']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyasn1\\codec\\native'],2024-01-15 04:51:40,3
deep_real_time1 / venvs / Lib / site-packages / pyasn1 / compat,"['binascii', 'collections', 'datetime', 'platform', 'pyasn1', 'sys', 'time']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyasn1\\compat'],2024-01-15 04:51:40,7
deep_real_time1 / venvs / Lib / site-packages / pyasn1 / type,"['datetime', 'math', 'pyasn1', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyasn1\\type'],2024-01-15 04:51:40,12
deep_real_time1 / venvs / Lib / site-packages / pyasn1_modules,"['base64', 'pyasn1', 'pyasn1_modules', 'string', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyasn1_modules'],2024-01-15 04:51:40,107
deep_real_time1 / venvs / Lib / site-packages / pyfakewebcam,"['ctypes', 'cv2', 'fcntl', 'numpy', 'os', 'pyfakewebcam', 'sys', 'timeit']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyfakewebcam'],2024-01-15 04:51:40,3
deep_real_time1 / venvs / Lib / site-packages / pygments,"['argparse', 'chardet', 'codecs', 'colorama', 'docutils', 'importlib', 'importlib_metadata', 'io', 'itertools', 'json', 'locale', 'operator', 'os', 'pkg_resources', 'pygments', 're', 'shutil', 'sphinx', 'sys', 'textwrap', 'time', 'traceback', 'unicodedata']",['deep_real_time1\\venvs\\Lib\\site-packages\\pygments'],2024-01-15 04:51:40,16
deep_real_time1 / venvs / Lib / site-packages / pygments / filters,"['pygments', 're']",['deep_real_time1\\venvs\\Lib\\site-packages\\pygments\\filters'],2024-01-15 04:51:40,1
deep_real_time1 / venvs / Lib / site-packages / pygments / formatters,"['PIL', '_winreg', 'bz2', 'ctags', 'fnmatch', 'functools', 'gzip', 'io', 'math', 'os', 'pygments', 'subprocess', 'sys', 'types', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\pygments\\formatters'],2024-01-15 04:51:40,14
deep_real_time1 / venvs / Lib / site-packages / pygments / lexers,"['ast', 'bisect', 'bz2', 'copy', 'fnmatch', 'glob', 'gzip', 'keyword', 'os', 'pprint', 'pygments', 're', 'shutil', 'string', 'subprocess', 'sys', 'tarfile', 'types', 'urllib']",['deep_real_time1\\venvs\\Lib\\site-packages\\pygments\\lexers'],2024-01-15 04:51:41,223
deep_real_time1 / venvs / Lib / site-packages / pygments / styles,['pygments'],['deep_real_time1\\venvs\\Lib\\site-packages\\pygments\\styles'],2024-01-15 04:51:41,45
deep_real_time1 / venvs / Lib / site-packages / pyparsing,"['abc', 'actions', 'collections', 'common', 'contextlib', 'copy', 'core', 'datetime', 'diagram', 'enum', 'exceptions', 'functools', 'helpers', 'html', 'inspect', 'itertools', 'operator', 'os', 'pathlib', 'pdb', 'pprint', 're', 'results', 'string', 'sys', 'testing', 'threading', 'traceback', 'types', 'typing', 'unicode', 'util', 'warnings', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyparsing'],2024-01-15 04:51:41,10
deep_real_time1 / venvs / Lib / site-packages / pyparsing / diagram,"['inspect', 'io', 'jinja2', 'pyparsing', 'railroad', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyparsing\\diagram'],2024-01-15 04:51:41,1
deep_real_time1 / venvs / Lib / site-packages / pyrsistent,"['__future__', '_pset', 'abc', 'collections', 'enum', 'functools', 'inspect', 'itertools', 'numbers', 'operator', 'os', 'pvectorc', 'pyrsistent', 're', 'sys', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyrsistent'],2024-01-15 04:51:41,16
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin,[],['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin'],2024-01-15 04:51:42,1
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / debugger,"['__main__', 'bdb', 'commctrl', 'dbgcon', 'linecache', 'os', 'pdb', 'pywin', 'string', 'sys', 'time', 'traceback', 'types', 'win32api', 'win32con', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\debugger'],2024-01-15 04:51:41,6
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / Demos,"['OpenGL', '__main__', '_thread', 'commctrl', 'demoutils', 'fontdemo', 'os', 'pywin', 'regutil', 'sys', 'timer', 'traceback', 'win32api', 'win32con', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\Demos'],2024-01-15 04:51:41,17
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / dialogs,"['commctrl', 'pywin', 'sys', 'threading', 'time', 'win32api', 'win32con', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\dialogs'],2024-01-15 04:50:41,5
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / docking,"['pywin', 'struct', 'win32api', 'win32con', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\docking'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / framework,"['__main__', '_thread', 'afxres', 'array', 'bdb', 'cmdline', 'code', 'commctrl', 'dde', 'glob', 'importlib', 'io', 'linecache', 'operator', 'os', 'pywin', 'queue', 're', 'regutil', 'string', 'sys', 'sysconfig', 'time', 'traceback', 'warnings', 'win32api', 'win32clipboard', 'win32con', 'win32help', 'win32ui', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\framework'],2024-01-15 04:50:41,18
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / idle,"['CallTipWindow', '__main__', 'inspect', 'pywin', 're', 'string', 'sys', 'tokenize', 'traceback']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\idle'],2024-01-15 04:51:42,7
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / mfc,"['pywin', 'types', 'win32con', 'win32ui', 'win32uiole']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\mfc'],2024-01-15 04:50:41,8
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / scintilla,"['__main__', 'afxres', 'array', 'codecs', 'config', 'glob', 'importlib', 'keyword', 'marshal', 'os', 'pythoncom', 'pywin', 're', 'stat', 'string', 'struct', 'sys', 'time', 'traceback', 'types', 'win32api', 'win32con', 'win32trace', 'win32traceutil', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\scintilla'],2024-01-15 04:51:42,12
deep_real_time1 / venvs / Lib / site-packages / pythonwin / pywin / tools,"['__main__', '_thread', 'afxres', 'commctrl', 'dialog', 'glob', 'os', 'pyclbr', 'pywin', 're', 'regutil', 'sys', 'types', 'win32api', 'win32con', 'win32event', 'win32process', 'win32trace', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\pythonwin\\pywin\\tools'],2024-01-15 04:51:42,7
deep_real_time1 / venvs / Lib / site-packages / pytz,"['UserDict', 'bisect', 'collections', 'datetime', 'doctest', 'os', 'pkg_resources', 'pprint', 'pytz', 'sets', 'struct', 'sys', 'threading', 'time']",['deep_real_time1\\venvs\\Lib\\site-packages\\pytz'],2024-01-15 04:51:42,6
deep_real_time1 / venvs / Lib / site-packages / pyvirtualcam,"['_version', 'abc', 'camera', 'enum', 'numpy', 'platform', 'pyvirtualcam', 'time', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\pyvirtualcam'],2024-01-15 04:51:43,4
deep_real_time1 / venvs / Lib / site-packages / requests,"['Cookie', 'OpenSSL', 'StringIO', '__future__', '__version__', '_internal_utils', '_winreg', 'adapters', 'api', 'auth', 'base64', 'calendar', 'certifi', 'chardet', 'codecs', 'collections', 'compat', 'contextlib', 'cookielib', 'cookies', 'copy', 'cryptography', 'datetime', 'dummy_threading', 'encodings', 'exceptions', 'hashlib', 'hooks', 'http', 'idna', 'io', 'json', 'logging', 'models', 'netrc', 'os', 'platform', 're', 'sessions', 'simplejson', 'socket', 'ssl', 'status_codes', 'struct', 'structures', 'sys', 'tempfile', 'threading', 'time', 'urllib', 'urllib2', 'urllib3', 'urlparse', 'utils', 'warnings', 'winreg', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\requests'],2024-01-15 04:51:43,18
deep_real_time1 / venvs / Lib / site-packages / requests_oauthlib,"['__future__', 'json', 'logging', 'oauth1_auth', 'oauth1_session', 'oauth2_auth', 'oauth2_session', 'oauthlib', 'requests', 'urllib', 'urlparse']",['deep_real_time1\\venvs\\Lib\\site-packages\\requests_oauthlib'],2024-01-15 04:51:43,5
deep_real_time1 / venvs / Lib / site-packages / requests_oauthlib / compliance_fixes,"['__future__', 'ebay', 'facebook', 'fitbit', 'instagram', 'json', 'mailchimp', 'oauthlib', 'plentymarkets', 're', 'slack', 'urllib', 'urlparse', 'weibo']",['deep_real_time1\\venvs\\Lib\\site-packages\\requests_oauthlib\\compliance_fixes'],2024-01-15 04:51:43,10
deep_real_time1 / venvs / Lib / site-packages / rsa,"['abc', 'base64', 'doctest', 'hashlib', 'hmac', 'math', 'multiprocessing', 'optparse', 'os', 'pyasn1', 'rsa', 'struct', 'sys', 'threading', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\rsa'],2024-01-15 04:51:43,14
deep_real_time1 / venvs / Lib / site-packages / scipy,"['_lib', 'ctypes', 'enum', 'glob', 'importlib', 'json', 'numpy', 'os', 'pytest', 'pytest_timeout', 'scipy', 'sys', 'threadpoolctl', 'types', 'warnings', 'yaml']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy'],2024-01-15 04:51:43,5
deep_real_time1 / venvs / Lib / site-packages / scipy / cluster,"['bisect', 'collections', 'matplotlib', 'numpy', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\cluster'],2024-01-15 04:51:43,3
deep_real_time1 / venvs / Lib / site-packages / scipy / cluster / tests,"['matplotlib', 'numpy', 'pytest', 'scipy', 'string', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\cluster\\tests'],2024-01-15 04:50:41,5
deep_real_time1 / venvs / Lib / site-packages / scipy / constants,"['__future__', '_codata', '_constants', 'math', 'numpy', 'scipy', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\constants'],2024-01-15 04:51:43,5
deep_real_time1 / venvs / Lib / site-packages / scipy / constants / tests,"['numpy', 'scipy']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\constants\\tests'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / scipy / datasets,"['_download_all', '_fetchers', '_registry', '_utils', 'appdirs', 'argparse', 'bz2', 'numpy', 'os', 'pickle', 'pooch', 'scipy', 'shutil']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\datasets'],2024-01-15 04:51:43,5
deep_real_time1 / venvs / Lib / site-packages / scipy / datasets / tests,"['numpy', 'os', 'pooch', 'pytest', 'scipy']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\datasets\\tests'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / scipy / fft,"['_backend', '_basic', '_fftlog', '_fftlog_multimethods', '_helper', '_pocketfft', '_realtransforms', 'functools', 'numpy', 'scipy', 'special', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\fft'],2024-01-15 04:51:43,8
deep_real_time1 / venvs / Lib / site-packages / scipy / fft / tests,"['functools', 'math', 'multiprocessing', 'numpy', 'os', 'pytest', 'queue', 'scipy', 'subprocess', 'sys', 'threading', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\fft\\tests'],2024-01-15 04:50:41,9
deep_real_time1 / venvs / Lib / site-packages / scipy / fft / _pocketfft,"['basic', 'contextlib', 'functools', 'helper', 'numbers', 'numpy', 'operator', 'os', 'pypocketfft', 'realtransforms', 'scipy', 'threading']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\fft\\_pocketfft'],2024-01-15 04:51:43,4
deep_real_time1 / venvs / Lib / site-packages / scipy / fftpack,"['_basic', '_helper', '_pseudo_diffs', '_realtransforms', 'numpy', 'operator', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\fftpack'],2024-01-15 04:51:43,9
deep_real_time1 / venvs / Lib / site-packages / scipy / fftpack / tests,"['numpy', 'os', 'pathlib', 'pytest', 're', 'scipy', 'tokenize']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\fftpack\\tests'],2024-01-15 04:50:41,6
deep_real_time1 / venvs / Lib / site-packages / scipy / integrate,"['__future__', '_bvp', '_ivp', '_ode', '_odepack_py', '_quad_vec', '_quadpack_py', '_quadrature', 'collections', 'copy', 'functools', 'heapq', 'math', 'numpy', 're', 'scipy', 'sys', 'types', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\integrate'],2024-01-15 04:51:43,12
deep_real_time1 / venvs / Lib / site-packages / scipy / integrate / tests,"['StringIO', 'ctypes', 'io', 'itertools', 'math', 'multiprocessing', 'numpy', 'pytest', 'scipy', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\integrate\\tests'],2024-01-15 04:50:41,8
deep_real_time1 / venvs / Lib / site-packages / scipy / integrate / _ivp,"['base', 'bdf', 'common', 'inspect', 'itertools', 'ivp', 'lsoda', 'numpy', 'radau', 'rk', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\integrate\\_ivp'],2024-01-15 04:51:43,9
deep_real_time1 / venvs / Lib / site-packages / scipy / interpolate,"['_bsplines', '_cubic', '_fitpack2', '_fitpack_impl', '_fitpack_py', '_interpolate', '_ndgriddata', '_pade', '_polyint', '_rbf', '_rbfinterp', '_rbfinterp_pythran', '_rgi', '_rgi_cython', 'interpnd', 'itertools', 'numpy', 'operator', 'scipy', 'sympy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\interpolate'],2024-01-15 04:51:43,20
deep_real_time1 / venvs / Lib / site-packages / scipy / interpolate / tests,"['io', 'itertools', 'numpy', 'os', 'pickle', 'pytest', 'scipy', 'threading', 'time', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\interpolate\\tests'],2024-01-15 04:50:41,13
deep_real_time1 / venvs / Lib / site-packages / scipy / io,"['_fortran', '_harwell_boeing', '_idl', '_mmio', '_netcdf', 'bz2', 'enum', 'functools', 'gzip', 'io', 'matlab', 'mmap', 'numpy', 'operator', 'os', 'platform', 'scipy', 'struct', 'sys', 'tempfile', 'warnings', 'weakref', 'zlib']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\io'],2024-01-15 04:51:43,10
deep_real_time1 / venvs / Lib / site-packages / scipy / io / arff,"['_arffread', 'csv', 'ctypes', 'datetime', 'numpy', 're', 'scipy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\io\\arff'],2024-01-15 04:51:43,3
deep_real_time1 / venvs / Lib / site-packages / scipy / io / matlab,"['_byteordercodes', '_mio', '_mio4', '_mio5', '_mio5_params', '_mio5_utils', '_mio_utils', '_miobase', '_streams', 'contextlib', 'functools', 'io', 'numpy', 'operator', 'os', 'scipy', 'sys', 'time', 'warnings', 'zlib']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\io\\matlab'],2024-01-15 04:51:43,16
deep_real_time1 / venvs / Lib / site-packages / scipy / io / tests,"['bz2', 'contextlib', 'glob', 'gzip', 'io', 'numpy', 'os', 'pathlib', 'pytest', 're', 'scipy', 'shutil', 'sys', 'tempfile', 'textwrap', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\io\\tests'],2024-01-15 04:50:41,7
deep_real_time1 / venvs / Lib / site-packages / scipy / io / _harwell_boeing,"['_fortran_format_parser', 'hb', 'numpy', 're', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\io\\_harwell_boeing'],2024-01-15 04:51:43,3
deep_real_time1 / venvs / Lib / site-packages / scipy / linalg,"['_basic', '_cythonized_array_utils', '_decomp', '_decomp_cholesky', '_decomp_cossin', '_decomp_ldl', '_decomp_lu', '_decomp_polar', '_decomp_qr', '_decomp_qz', '_decomp_schur', '_decomp_svd', '_decomp_update', '_expm_frechet', '_flinalg_py', '_matfuncs', '_matfuncs_expm', '_matfuncs_sqrtm', '_matfuncs_sqrtm_triu', '_misc', '_procrustes', '_sketches', '_solve_toeplitz', '_solvers', '_special_matrices', 'blas', 'collections', 'fft', 'functools', 'itertools', 'lapack', 'math', 'numpy', 're', 'scipy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\linalg'],2024-01-15 04:51:44,38
deep_real_time1 / venvs / Lib / site-packages / scipy / linalg / tests,"['functools', 'itertools', 'math', 'numpy', 'os', 'platform', 'pytest', 'random', 'scipy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\linalg\\tests'],2024-01-15 04:50:41,23
deep_real_time1 / venvs / Lib / site-packages / scipy / misc,"['_common', 'bz2', 'numpy', 'os', 'pickle', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\misc'],2024-01-15 04:51:44,4
deep_real_time1 / venvs / Lib / site-packages / scipy / misc / tests,"['numpy', 'pytest', 'scipy', 'sys', 'unittest']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\misc\\tests'],2024-01-15 04:50:41,4
deep_real_time1 / venvs / Lib / site-packages / scipy / ndimage,"['_filters', '_fourier', '_interpolation', '_measurements', '_morphology', '_ni_docstrings', 'collections', 'itertools', 'numbers', 'numpy', 'operator', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\ndimage'],2024-01-15 04:51:44,13
deep_real_time1 / venvs / Lib / site-packages / scipy / ndimage / tests,"['__future__', 'functools', 'math', 'numpy', 'os', 'pytest', 'scipy', 'sys', 'threading', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\ndimage\\tests'],2024-01-15 04:51:44,9
deep_real_time1 / venvs / Lib / site-packages / scipy / odr,"['_models', '_odrpack', 'numpy', 'os', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\odr'],2024-01-15 04:51:44,6
deep_real_time1 / venvs / Lib / site-packages / scipy / odr / tests,"['numpy', 'os', 'pytest', 'scipy', 'shutil', 'tempfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\odr\\tests'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize,"['__future__', '_basinhopping', '_bglu_dense', '_cobyla_py', '_constraints', '_differentiable_functions', '_differentialevolution', '_direct', '_direct_py', '_dual_annealing', '_group_columns', '_hessian_update_strategy', '_highs', '_lbfgsb_py', '_linesearch', '_linprog', '_linprog_doc', '_linprog_highs', '_linprog_ip', '_linprog_rs', '_linprog_simplex', '_linprog_util', '_lsap', '_lsq', '_milp', '_minimize', '_minpack_py', '_nnls', '_nonlin', '_numdiff', '_optimize', '_qap', '_root', '_root_scalar', '_shgo', '_slsqp_py', '_spectral', '_tnc', '_trlib', '_trustregion', '_trustregion_constr', '_trustregion_dogleg', '_trustregion_exact', '_trustregion_krylov', '_trustregion_ncg', '_typeshed', '_zeros_py', 'collections', 'copy', 'functools', 'inspect', 'itertools', 'logging', 'math', 'numpy', 'operator', 'random', 'scikits', 'scipy', 'sksparse', 'sparse', 'sys', 'textwrap', 'threading', 'time', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize'],2024-01-15 04:51:44,51
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / cython_optimize,[],['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\cython_optimize'],2024-01-15 04:51:44,1
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / tests,"['concurrent', 'copy', 'datetime', 'functools', 'itertools', 'logging', 'math', 'multiprocessing', 'numpy', 'platform', 'pytest', 're', 'scikits', 'scipy', 'sksparse', 'sys', 'test_linprog', 'test_minimize_constrained', 'test_minpack', 'time', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\tests'],2024-01-15 04:50:41,39
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / _highs,[],['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\_highs'],2024-01-15 04:50:41,1
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / _lsq,"['bvls', 'common', 'dogbox', 'givens_elimination', 'least_squares', 'lsq_linear', 'math', 'numpy', 'scipy', 'trf', 'trf_linear', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\_lsq'],2024-01-15 04:51:44,8
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / _shgo_lib,"['copy', 'matplotlib', 'numpy']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\_shgo_lib'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / _trlib,['_trlib'],['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\_trlib'],2024-01-15 04:51:44,1
deep_real_time1 / venvs / Lib / site-packages / scipy / optimize / _trustregion_constr,"['__future__', '_constraints', '_differentiable_functions', '_hessian_update_strategy', '_optimize', 'canonical_constraint', 'equality_constrained_sqp', 'math', 'minimize_trustregion_constr', 'numpy', 'projections', 'qp_subproblem', 'report', 'scipy', 'sksparse', 'time', 'tr_interior_point', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\optimize\\_trustregion_constr'],2024-01-15 04:51:44,8
deep_real_time1 / venvs / Lib / site-packages / scipy / signal,"['_arraytools', '_bsplines', '_czt', '_filter_design', '_fir_filter_design', '_lti_conversion', '_ltisys', '_max_len_seq', '_max_len_seq_inner', '_peak_finding', '_peak_finding_utils', '_savitzky_golay', '_signaltools', '_sosfilt', '_spectral', '_spectral_py', '_spline', '_upfirdn', '_upfirdn_apply', '_waveforms', '_wavelets', 'cmath', 'copy', 'math', 'numbers', 'numpy', 'operator', 'scipy', 'timeit', 'warnings', 'windows']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\signal'],2024-01-15 04:51:44,27
deep_real_time1 / venvs / Lib / site-packages / scipy / signal / tests,"['concurrent', 'copy', 'decimal', 'itertools', 'math', 'mpmath', 'numpy', 'pickle', 'pytest', 'scipy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\signal\\tests'],2024-01-15 04:50:41,20
deep_real_time1 / venvs / Lib / site-packages / scipy / signal / windows,"['_windows', 'numpy', 'operator', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\signal\\windows'],2024-01-15 04:51:45,3
deep_real_time1 / venvs / Lib / site-packages / scipy / sparse,"['_arrays', '_base', '_bsr', '_compressed', '_construct', '_coo', '_csc', '_csr', '_data', '_dia', '_dok', '_extract', '_index', '_lil', '_matrix_io', '_sparsetools', '_spfuncs', '_sputils', 'bisect', 'functools', 'itertools', 'numbers', 'numpy', 'operator', 'scipy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\sparse'],2024-01-15 04:51:45,33
deep_real_time1 / venvs / Lib / site-packages / scipy / sparse / csgraph,"['_flow', '_laplacian', '_matching', '_min_spanning_tree', '_reordering', '_shortest_path', '_tools', '_traversal', 'numpy', 'scipy']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\sparse\\csgraph'],2024-01-15 04:51:45,4
deep_real_time1 / venvs / Lib / site-packages / scipy / sparse / linalg,"['_dsolve', '_eigen', '_expm_multiply', '_interface', '_isolve', '_matfuncs', '_norm', '_onenormest', '_propack', 'numpy', 'scipy', 'sparse', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\sparse\\linalg'],2024-01-15 04:51:45,12
deep_real_time1 / venvs / Lib / site-packages / scipy / sparse / tests,"['contextlib', 'functools', 'gc', 'itertools', 'numpy', 'operator', 'os', 'pickle', 'platform', 'pytest', 'random', 'scipy', 'sys', 'tempfile', 'threading']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\sparse\\tests'],2024-01-15 04:50:41,11
deep_real_time1 / venvs / Lib / site-packages / scipy / spatial,"['__future__', '_ckdtree', '_geometric_slerp', '_kdtree', '_lib', '_plotutils', '_procrustes', '_qhull', '_spherical_voronoi', 'dataclasses', 'functools', 'linalg', 'matplotlib', 'numpy', 'scipy', 'special', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\spatial'],2024-01-15 04:51:45,10
deep_real_time1 / venvs / Lib / site-packages / scipy / spatial / tests,"['copy', 'functools', 'itertools', 'matplotlib', 'numpy', 'os', 'pickle', 'platform', 'psutil', 'pytest', 'resource', 'scipy', 'sys', 'warnings', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\spatial\\tests'],2024-01-15 04:50:41,9
deep_real_time1 / venvs / Lib / site-packages / scipy / spatial / transform,"['_rotation', '_rotation_spline', 'numpy', 'scipy', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\spatial\\transform'],2024-01-15 04:51:45,4
deep_real_time1 / venvs / Lib / site-packages / scipy / special,"['_basic', '_comb', '_ellip_harm', '_ellip_harm_2', '_lambertw', '_logsumexp', '_orthogonal', '_sf_error', '_spfun_stats', '_spherical_bessel', '_ufuncs', 'functools', 'itertools', 'math', 'mpmath', 'numpy', 'operator', 'os', 'posix', 'pytest', 'scipy', 'signal', 'sys', 'time', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\special'],2024-01-15 04:51:45,18
deep_real_time1 / venvs / Lib / site-packages / scipy / special / tests,"['__future__', 'itertools', 'math', 'mpmath', 'numpy', 'os', 'platform', 'pytest', 'scipy', 'sympy', 'sys', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\special\\tests'],2024-01-15 04:50:41,49
deep_real_time1 / venvs / Lib / site-packages / scipy / special / _precompute,"['argparse', 'functools', 'matplotlib', 'mpmath', 'numpy', 'os', 're', 'scipy', 'sympy', 'time']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\special\\_precompute'],2024-01-15 04:50:41,13
deep_real_time1 / venvs / Lib / site-packages / scipy / stats,"['__future__', '_axis_nan_policy', '_biasedurn', '_binned_statistic', '_binomtest', '_common', '_constants', '_continuous_distns', '_covariance', '_crosstab', '_discrete_distns', '_distn_infrastructure', '_distr_params', '_entropy', '_fit', '_hypotests', '_kde', '_ksstats', '_levy_stable', '_lib', '_mannwhitneyu', '_morestats', '_mstats_basic', '_mstats_extras', '_multivariate', '_odds_ratio', '_page_trend_test', '_qmc', '_qmc_cy', '_relative_risk', '_resampling', '_rvs_sampling', '_sobol', '_stats', '_stats_mstats_common', '_stats_py', '_stats_pythran', '_tukeylambda_stats', '_unuran', '_variation', '_warnings_errors', 'abc', 'argparse', 'builtins', 'collections', 'contingency', 'copy', 'ctypes', 'dataclasses', 'distributions', 'functools', 'inspect', 'itertools', 'keyword', 'math', 'matplotlib', 'numbers', 'numpy', 'operator', 'os', 'pathlib', 're', 'scipy', 'subprocess', 'sys', 'types', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\scipy\\stats'],2024-01-15 04:51:46,48
